,name,meta_index,l_date,status_flag,label_set,label,provider,analysis_term,machine_sn,device_cfg,ch0:_#ec_i#0,ch1:_#ec_i#0,ch2:_#ec_i#0,ch3:_#ec_i#0,ch4:_#tm_c#0,ch5:_#rh_p#0,ch6:_#fm_sccm#0,ch0:_#ec_i#0:r,ch1:_#ec_i#0:r,ch2:_#ec_i#0:r,ch3:_#ec_i#0:r,ch4:_#tm_c#0:r,ch5:_#rh_p#0:r,ch6:_#fm_sccm#0:r
0,,,,,,,,,FT3WLPSW,,,,,,,,,,,,,,,
1,control_status,-1.0,2021-05-19T11:44:06.125+08:00,on_start,,,,,,,,,,,,,,,,,,,,
2,control_status,-1.0,2021-05-19T11:44:06.140+08:00,on_first_preset_voltage,,,,,,,,,,,,,,,,,,,,
3,preset_meta,-1.0,2021-05-19T11:44:06.140+08:00,,,,,,,"{'supply_voltage': 5.0, 'channel_biasing_resistance': [1, 1, 1, 1, 1, 1, 1], 'channel_reference_c': [None, None, None, None, None, None, None], 'channel_reference_voltage': [None, None, None, None, None, None, None], 'preset_flow': [5], 'channel_actual_gain': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'channel_preset_voltage': [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}",,,,,,,,,,,,,,
4,control_status,-1.0,2021-05-19T11:44:14.264+08:00,on_first_waiting_initial,,,,,,,,,,,,,,,,,,,,
5,data,0.0,2021-09-28T16:36:40.749421+08:00,,,,,,,,-5.859375,82.03125,-0.0,7.8125,25.994949,61.836243,0.293,-5.859375,82.03125,-0.0,7.8125,25.994949,61.836243,0.293
6,data,0.0,2021-09-28T16:36:41.758888+08:00,,,,,,,,-5.859375,83.984375,3.90625,7.8125,25.968246,61.773682,0.297,-5.859375,83.984375,3.90625,7.8125,25.968246,61.773682,0.297
7,data,0.0,2021-09-28T16:36:42.773001+08:00,,,,,,,,-7.8125,74.21875,-0.0,5.859375,25.925522,61.782837,0.293,-7.8125,74.21875,-0.0,5.859375,25.925522,61.782837,0.293
8,data,0.0,2021-09-28T16:36:43.790540+08:00,,,,,,,,-9.765625,83.984375,0.0,5.859375,25.984268,61.804199,0.297,-9.765625,83.984375,0.0,5.859375,25.984268,61.804199,0.297
9,data,0.0,2021-09-28T16:36:44.810612+08:00,,,,,,,,-5.859375,80.078125,1.953125,5.859375,25.973587,61.656189,0.288,-5.859375,80.078125,1.953125,5.859375,25.973587,61.656189,0.288
10,data,0.0,2021-09-28T16:36:45.821946+08:00,,,,,,,,-1.953125,87.890625,1.953125,3.90625,25.930862,61.805725,0.297,-1.953125,87.890625,1.953125,3.90625,25.930862,61.805725,0.297
11,data,0.0,2021-09-28T16:36:46.830982+08:00,,,,,,,,-3.90625,87.890625,-0.0,7.8125,25.949554,62.037659,0.293,-3.90625,87.890625,-0.0,7.8125,25.949554,62.037659,0.293
12,data,0.0,2021-09-28T16:36:47.839871+08:00,,,,,,,,-1.953125,74.21875,-0.0,7.8125,25.992279,61.891174,0.288,-1.953125,74.21875,-0.0,7.8125,25.992279,61.891174,0.288
13,data,0.0,2021-09-28T16:36:48.847330+08:00,,,,,,,,1.953125,80.078125,-0.0,7.8125,25.994949,61.810303,0.293,1.953125,80.078125,-0.0,7.8125,25.994949,61.810303,0.293
14,data,0.0,2021-09-28T16:36:49.858204+08:00,,,,,,,,-1.953125,82.03125,0.0,5.859375,25.992279,61.921692,0.293,-1.953125,82.03125,0.0,5.859375,25.992279,61.921692,0.293
15,data,0.0,2021-09-28T16:36:50.882086+08:00,,,,,,,,1.953125,62.5,-1.953125,7.8125,25.957565,61.878967,0.293,1.953125,62.5,-1.953125,7.8125,25.957565,61.878967,0.293
16,data,0.0,2021-09-28T16:36:51.897897+08:00,,,,,,,,-0.0,83.984375,0.0,5.859375,26.008301,61.801147,0.297,-0.0,83.984375,0.0,5.859375,26.008301,61.801147,0.297
17,data,0.0,2021-09-28T16:36:52.904946+08:00,,,,,,,,-9.765625,80.078125,-1.953125,5.859375,25.984268,61.941528,0.293,-9.765625,80.078125,-1.953125,5.859375,25.984268,61.941528,0.293
18,data,0.0,2021-09-28T16:36:53.926758+08:00,,,,,,,,-7.8125,76.171883,1.953125,5.859375,25.981598,61.759949,0.297,-7.8125,76.171883,1.953125,5.859375,25.981598,61.759949,0.297
19,data,0.0,2021-09-28T16:36:54.942648+08:00,,,,,,,,-11.71875,87.890625,0.0,5.859375,25.957565,61.936951,0.297,-11.71875,87.890625,0.0,5.859375,25.957565,61.936951,0.297
20,data,0.0,2021-09-28T16:36:55.969207+08:00,,,,,,,,-11.71875,82.03125,0.0,5.859375,25.952225,61.936951,0.297,-11.71875,82.03125,0.0,5.859375,25.952225,61.936951,0.297
21,data,0.0,2021-09-28T16:36:56.965075+08:00,,,,,,,,-3.90625,76.171883,1.953125,7.8125,25.941544,61.795044,0.297,-3.90625,76.171883,1.953125,7.8125,25.941544,61.795044,0.297
22,data,0.0,2021-09-28T16:36:57.984877+08:00,,,,,,,,-5.859375,78.125,0.0,5.859375,25.938873,61.71875,0.301,-5.859375,78.125,0.0,5.859375,25.938873,61.71875,0.301
23,data,0.0,2021-09-28T16:36:58.997568+08:00,,,,,,,,-3.90625,83.984375,0.0,5.859375,25.968246,61.927795,0.293,-3.90625,83.984375,0.0,5.859375,25.968246,61.927795,0.293
24,data,0.0,2021-09-28T16:37:00.007220+08:00,,,,,,,,-5.859375,80.078125,1.953125,5.859375,26.008301,61.820984,0.293,-5.859375,80.078125,1.953125,5.859375,26.008301,61.820984,0.293
25,data,0.0,2021-09-28T16:37:01.031022+08:00,,,,,,,,-3.90625,87.890625,1.953125,7.8125,25.946884,61.843872,0.293,-3.90625,87.890625,1.953125,7.8125,25.946884,61.843872,0.293
26,data,0.0,2021-09-28T16:37:02.046187+08:00,,,,,,,,-1.953125,76.171883,1.953125,7.8125,25.981598,61.856079,0.297,-1.953125,76.171883,1.953125,7.8125,25.981598,61.856079,0.297
27,data,0.0,2021-09-28T16:37:03.064917+08:00,,,,,,,,-7.8125,72.265625,0.0,5.859375,25.992279,61.856079,0.297,-7.8125,72.265625,0.0,5.859375,25.992279,61.856079,0.297
28,data,0.0,2021-09-28T16:37:04.083953+08:00,,,,,,,,1.953125,105.46875,-0.0,7.8125,25.992279,61.81488,0.293,1.953125,105.46875,-0.0,7.8125,25.992279,61.81488,0.293
29,data,0.0,2021-09-28T16:37:05.104721+08:00,,,,,,,,-9.765625,89.84375,0.0,5.859375,25.957565,61.694336,0.293,-9.765625,89.84375,0.0,5.859375,25.957565,61.694336,0.293
30,data,0.0,2021-09-28T16:37:06.110214+08:00,,,,,,,,-5.859375,70.312492,0.0,7.8125,26.008301,61.753845,0.297,-5.859375,70.312492,0.0,7.8125,26.008301,61.753845,0.297
31,data,0.0,2021-09-28T16:37:07.130963+08:00,,,,,,,,-9.765625,87.890625,0.0,7.8125,25.973587,61.816406,0.293,-9.765625,87.890625,0.0,7.8125,25.973587,61.816406,0.293
32,data,0.0,2021-09-28T16:37:08.146870+08:00,,,,,,,,-9.765625,83.984375,-1.953125,7.8125,25.949554,61.741638,0.301,-9.765625,83.984375,-1.953125,7.8125,25.949554,61.741638,0.301
33,data,0.0,2021-09-28T16:37:09.155097+08:00,,,,,,,,-3.90625,74.21875,-1.953125,5.859375,25.976257,61.886597,0.288,-3.90625,74.21875,-1.953125,5.859375,25.976257,61.886597,0.288
34,data,0.0,2021-09-28T16:37:10.159979+08:00,,,,,,,,-1.953125,85.9375,1.953125,3.90625,26.010971,61.907959,0.293,-1.953125,85.9375,1.953125,3.90625,26.010971,61.907959,0.293
35,data,0.0,2021-09-28T16:37:11.184290+08:00,,,,,,,,-3.90625,89.84375,-0.0,5.859375,25.925522,61.802673,0.293,-3.90625,89.84375,-0.0,5.859375,25.925522,61.802673,0.293
36,data,0.0,2021-09-28T16:37:12.205042+08:00,,,,,,,,-7.8125,85.9375,-0.0,3.90625,25.965576,61.715698,0.293,-7.8125,85.9375,-0.0,3.90625,25.965576,61.715698,0.293
37,data,0.0,2021-09-28T16:37:13.213692+08:00,,,,,,,,-7.8125,74.21875,1.953125,5.859375,25.941544,61.694336,0.297,-7.8125,74.21875,1.953125,5.859375,25.941544,61.694336,0.297
38,data,0.0,2021-09-28T16:37:14.221151+08:00,,,,,,,,-3.90625,74.21875,-0.0,5.859375,25.957565,61.785889,0.297,-3.90625,74.21875,-0.0,5.859375,25.957565,61.785889,0.297
39,data,0.0,2021-09-28T16:37:15.237137+08:00,,,,,,,,-1.953125,78.125,1.953125,3.90625,26.010971,61.662292,0.293,-1.953125,78.125,1.953125,3.90625,26.010971,61.662292,0.293
40,data,0.0,2021-09-28T16:37:16.254108+08:00,,,,,,,,-5.859375,82.03125,-0.0,5.859375,25.992279,61.827087,0.297,-5.859375,82.03125,-0.0,5.859375,25.992279,61.827087,0.297
41,data,0.0,2021-09-28T16:37:17.262163+08:00,,,,,,,,-7.8125,68.359375,1.953125,7.8125,25.960236,61.71875,0.297,-7.8125,68.359375,1.953125,7.8125,25.960236,61.71875,0.297
42,data,0.0,2021-09-28T16:37:18.273128+08:00,,,,,,,,-1.953125,82.03125,-0.0,5.859375,26.008301,61.965942,0.297,-1.953125,82.03125,-0.0,5.859375,26.008301,61.965942,0.297
43,data,0.0,2021-09-28T16:37:19.281004+08:00,,,,,,,,-0.0,83.984375,1.953125,5.859375,25.949554,61.843872,0.297,-0.0,83.984375,1.953125,5.859375,25.949554,61.843872,0.297
44,data,0.0,2021-09-28T16:37:20.287316+08:00,,,,,,,,-3.90625,82.03125,0.0,5.859375,25.994949,61.91864,0.297,-3.90625,82.03125,0.0,5.859375,25.994949,61.91864,0.297
45,data,0.0,2021-09-28T16:37:21.297460+08:00,,,,,,,,0.0,76.171883,1.953125,5.859375,25.965576,61.8927,0.297,0.0,76.171883,1.953125,5.859375,25.965576,61.8927,0.297
46,data,0.0,2021-09-28T16:37:22.300053+08:00,,,,,,,,-5.859375,80.078125,1.953125,7.8125,26.00296,61.784363,0.293,-5.859375,80.078125,1.953125,7.8125,26.00296,61.784363,0.293
47,data,0.0,2021-09-28T16:37:23.308610+08:00,,,,,,,,-5.859375,78.125,0.0,5.859375,25.922852,61.79657,0.297,-5.859375,78.125,0.0,5.859375,25.922852,61.79657,0.297
48,data,0.0,2021-09-28T16:37:24.315974+08:00,,,,,,,,-3.90625,76.171883,0.0,5.859375,25.957565,62.033081,0.297,-3.90625,76.171883,0.0,5.859375,25.957565,62.033081,0.297
49,data,0.0,2021-09-28T16:37:25.336793+08:00,,,,,,,,-7.8125,72.265625,-0.0,7.8125,25.986938,61.87439,0.297,-7.8125,72.265625,-0.0,7.8125,25.986938,61.87439,0.297
50,data,0.0,2021-09-28T16:37:26.343833+08:00,,,,,,,,-3.90625,95.703125,1.953125,5.859375,25.933533,62.020874,0.293,-3.90625,95.703125,1.953125,5.859375,25.933533,62.020874,0.293
51,data,0.0,2021-09-28T16:37:27.348654+08:00,,,,,,,,-9.765625,74.21875,-0.0,5.859375,25.957565,61.859131,0.297,-9.765625,74.21875,-0.0,5.859375,25.957565,61.859131,0.297
52,data,0.0,2021-09-28T16:37:28.355951+08:00,,,,,,,,-11.71875,78.125,3.90625,5.859375,25.984268,61.853027,0.293,-11.71875,78.125,3.90625,5.859375,25.984268,61.853027,0.293
53,data,0.0,2021-09-28T16:37:29.368329+08:00,,,,,,,,-5.859375,85.9375,-0.0,7.8125,25.960236,61.860657,0.293,-5.859375,85.9375,-0.0,7.8125,25.960236,61.860657,0.293
54,data,0.0,2021-09-28T16:37:30.385155+08:00,,,,,,,,-3.90625,78.125,0.0,5.859375,26.029663,62.084961,0.297,-3.90625,78.125,0.0,5.859375,26.029663,62.084961,0.297
55,data,0.0,2021-09-28T16:37:31.402776+08:00,,,,,,,,-5.859375,74.21875,-1.953125,5.859375,26.00029,61.857605,0.297,-5.859375,74.21875,-1.953125,5.859375,26.00029,61.857605,0.297
56,data,0.0,2021-09-28T16:37:32.407872+08:00,,,,,,,,-3.90625,72.265625,-0.0,5.859375,26.016312,61.868286,0.297,-3.90625,72.265625,-0.0,5.859375,26.016312,61.868286,0.297
57,data,0.0,2021-09-28T16:37:33.425899+08:00,,,,,,,,-3.90625,87.890625,-0.0,7.8125,25.986938,61.842346,0.297,-3.90625,87.890625,-0.0,7.8125,25.986938,61.842346,0.297
58,data,0.0,2021-09-28T16:37:34.438228+08:00,,,,,,,,-1.953125,83.984375,1.953125,5.859375,25.941544,61.907959,0.297,-1.953125,83.984375,1.953125,5.859375,25.941544,61.907959,0.297
59,data,0.0,2021-09-28T16:37:35.440301+08:00,,,,,,,,-3.90625,80.078125,-0.0,5.859375,25.952225,61.813354,0.297,-3.90625,80.078125,-0.0,5.859375,25.952225,61.813354,0.297
60,data,0.0,2021-09-28T16:37:36.456948+08:00,,,,,,,,-9.765625,91.796867,3.90625,5.859375,25.949554,61.868286,0.297,-9.765625,91.796867,3.90625,5.859375,25.949554,61.868286,0.297
61,data,0.0,2021-09-28T16:37:37.465191+08:00,,,,,,,,-5.859375,85.9375,0.0,5.859375,25.968246,61.79657,0.301,-5.859375,85.9375,0.0,5.859375,25.968246,61.79657,0.301
62,data,0.0,2021-09-28T16:37:38.469784+08:00,,,,,,,,-11.71875,83.984375,-0.0,5.859375,25.941544,61.891174,0.293,-11.71875,83.984375,-0.0,5.859375,25.941544,61.891174,0.293
63,data,0.0,2021-09-28T16:37:39.488129+08:00,,,,,,,,-7.8125,85.9375,0.0,3.90625,26.021652,61.968994,0.293,-7.8125,85.9375,0.0,3.90625,26.021652,61.968994,0.293
64,data,0.0,2021-09-28T16:37:40.494044+08:00,,,,,,,,-3.90625,66.40625,0.0,5.859375,26.029663,61.865234,0.297,-3.90625,66.40625,0.0,5.859375,26.029663,61.865234,0.297
65,data,0.0,2021-09-28T16:37:41.499925+08:00,,,,,,,,-5.859375,89.84375,1.953125,5.859375,25.973587,61.860657,0.301,-5.859375,89.84375,1.953125,5.859375,25.973587,61.860657,0.301
66,data,0.0,2021-09-28T16:37:42.506942+08:00,,,,,,,,-5.859375,74.21875,0.0,3.90625,26.00296,61.981201,0.293,-5.859375,74.21875,0.0,3.90625,26.00296,61.981201,0.293
67,data,0.0,2021-09-28T16:37:43.525446+08:00,,,,,,,,-1.953125,72.265625,0.0,5.859375,25.933533,61.949158,0.297,-1.953125,72.265625,0.0,5.859375,25.933533,61.949158,0.297
68,data,0.0,2021-09-28T16:37:44.538994+08:00,,,,,,,,-5.859375,78.125,0.0,7.8125,25.976257,61.784363,0.293,-5.859375,78.125,0.0,7.8125,25.976257,61.784363,0.293
69,data,0.0,2021-09-28T16:37:45.546347+08:00,,,,,,,,-11.71875,95.703125,-0.0,7.8125,25.981598,61.894226,0.288,-11.71875,95.703125,-0.0,7.8125,25.981598,61.894226,0.288
70,data,0.0,2021-09-28T16:37:46.552919+08:00,,,,,,,,-5.859375,93.75,-1.953125,5.859375,26.018982,61.923218,0.293,-5.859375,93.75,-1.953125,5.859375,26.018982,61.923218,0.293
71,data,0.0,2021-09-28T16:37:47.560666+08:00,,,,,,,,-3.90625,78.125,-0.0,5.859375,25.986938,61.824036,0.293,-3.90625,78.125,-0.0,5.859375,25.986938,61.824036,0.293
72,data,0.0,2021-09-28T16:37:48.580930+08:00,,,,,,,,-9.765625,80.078125,-0.0,7.8125,25.976257,61.94458,0.293,-9.765625,80.078125,-0.0,7.8125,25.976257,61.94458,0.293
73,data,0.0,2021-09-28T16:37:49.594770+08:00,,,,,,,,-1.953125,82.03125,1.953125,5.859375,25.957565,61.967468,0.293,-1.953125,82.03125,1.953125,5.859375,25.957565,61.967468,0.293
74,data,0.0,2021-09-28T16:37:50.615345+08:00,,,,,,,,-5.859375,70.312492,1.953125,5.859375,25.957565,61.929321,0.288,-5.859375,70.312492,1.953125,5.859375,25.957565,61.929321,0.288
75,data,0.0,2021-09-28T16:37:51.636921+08:00,,,,,,,,-7.8125,72.265625,1.953125,7.8125,25.984268,62.04071,0.293,-7.8125,72.265625,1.953125,7.8125,25.984268,62.04071,0.293
76,data,0.0,2021-09-28T16:37:52.650881+08:00,,,,,,,,-9.765625,93.75,1.953125,5.859375,25.986938,62.010193,0.288,-9.765625,93.75,1.953125,5.859375,25.986938,62.010193,0.288
77,data,0.0,2021-09-28T16:37:53.671343+08:00,,,,,,,,-1.953125,85.9375,1.953125,7.8125,25.949554,61.965942,0.293,-1.953125,85.9375,1.953125,7.8125,25.949554,61.965942,0.293
78,data,0.0,2021-09-28T16:37:54.688055+08:00,,,,,,,,-7.8125,87.890625,-0.0,7.8125,25.973587,61.94458,0.293,-7.8125,87.890625,-0.0,7.8125,25.973587,61.94458,0.293
79,data,0.0,2021-09-28T16:37:55.697451+08:00,,,,,,,,-7.8125,82.03125,1.953125,5.859375,25.949554,61.831665,0.293,-7.8125,82.03125,1.953125,5.859375,25.949554,61.831665,0.293
80,data,0.0,2021-09-28T16:37:56.714806+08:00,,,,,,,,-3.90625,83.984375,1.953125,5.859375,25.976257,61.833191,0.297,-3.90625,83.984375,1.953125,5.859375,25.976257,61.833191,0.297
81,data,0.0,2021-09-28T16:37:57.731167+08:00,,,,,,,,-7.8125,76.171883,1.953125,5.859375,25.973587,61.907959,0.293,-7.8125,76.171883,1.953125,5.859375,25.973587,61.907959,0.293
82,data,0.0,2021-09-28T16:37:58.754730+08:00,,,,,,,,-5.859375,76.171883,0.0,5.859375,25.946884,62.033081,0.293,-5.859375,76.171883,0.0,5.859375,25.946884,62.033081,0.293
83,data,0.0,2021-09-28T16:37:59.772931+08:00,,,,,,,,-5.859375,85.9375,1.953125,7.8125,26.00029,61.99646,0.293,-5.859375,85.9375,1.953125,7.8125,26.00029,61.99646,0.293
84,data,0.0,2021-09-28T16:38:00.781282+08:00,,,,,,,,1.953125,83.984375,1.953125,5.859375,26.035004,61.837769,0.297,1.953125,83.984375,1.953125,5.859375,26.035004,61.837769,0.297
85,data,0.0,2021-09-28T16:38:01.802065+08:00,,,,,,,,-3.90625,78.125,1.953125,7.8125,25.984268,61.938477,0.293,-3.90625,78.125,1.953125,7.8125,25.984268,61.938477,0.293
86,data,0.0,2021-09-28T16:38:02.817898+08:00,,,,,,,,-13.671875,91.796867,0.0,5.859375,25.986938,61.936951,0.297,-13.671875,91.796867,0.0,5.859375,25.986938,61.936951,0.297
87,data,0.0,2021-09-28T16:38:03.829933+08:00,,,,,,,,-9.765625,76.171883,0.0,5.859375,25.917511,62.017822,0.293,-9.765625,76.171883,0.0,5.859375,25.917511,62.017822,0.293
88,data,0.0,2021-09-28T16:38:04.839325+08:00,,,,,,,,-5.859375,64.453125,-1.953125,5.859375,25.981598,61.871338,0.288,-5.859375,64.453125,-1.953125,5.859375,25.981598,61.871338,0.288
89,data,0.0,2021-09-28T16:38:05.858803+08:00,,,,,,,,-5.859375,85.9375,1.953125,5.859375,25.986938,62.124634,0.293,-5.859375,85.9375,1.953125,5.859375,25.986938,62.124634,0.293
90,data,0.0,2021-09-28T16:38:06.874258+08:00,,,,,,,,-1.953125,78.125,1.953125,5.859375,26.010971,62.002563,0.293,-1.953125,78.125,1.953125,5.859375,26.010971,62.002563,0.293
91,data,0.0,2021-09-28T16:38:07.894069+08:00,,,,,,,,-0.0,83.984375,-1.953125,5.859375,26.018982,62.005615,0.293,-0.0,83.984375,-1.953125,5.859375,26.018982,62.005615,0.293
92,data,0.0,2021-09-28T16:38:08.903224+08:00,,,,,,,,-1.953125,93.75,1.953125,5.859375,25.986938,62.069702,0.293,-1.953125,93.75,1.953125,5.859375,25.986938,62.069702,0.293
93,data,0.0,2021-09-28T16:38:09.923915+08:00,,,,,,,,-5.859375,74.21875,0.0,5.859375,25.973587,62.115479,0.293,-5.859375,74.21875,0.0,5.859375,25.973587,62.115479,0.293
94,data,0.0,2021-09-28T16:38:10.927856+08:00,,,,,,,,-5.859375,85.9375,-1.953125,5.859375,26.00296,61.943054,0.293,-5.859375,85.9375,-1.953125,5.859375,26.00296,61.943054,0.293
95,data,0.0,2021-09-28T16:38:11.934015+08:00,,,,,,,,-5.859375,89.84375,0.0,5.859375,25.960236,61.997986,0.288,-5.859375,89.84375,0.0,5.859375,25.960236,61.997986,0.288
96,data,0.0,2021-09-28T16:38:12.945264+08:00,,,,,,,,-1.953125,78.125,0.0,5.859375,26.00296,62.036133,0.293,-1.953125,78.125,0.0,5.859375,26.00296,62.036133,0.293
97,data,0.0,2021-09-28T16:38:13.968901+08:00,,,,,,,,-5.859375,82.03125,0.0,7.8125,25.960236,61.86676,0.293,-5.859375,82.03125,0.0,7.8125,25.960236,61.86676,0.293
98,data,0.0,2021-09-28T16:38:14.972905+08:00,,,,,,,,-3.90625,66.40625,0.0,5.859375,25.938873,62.010193,0.297,-3.90625,66.40625,0.0,5.859375,25.938873,62.010193,0.297
99,data,0.0,2021-09-28T16:38:15.986784+08:00,,,,,,,,-0.0,74.21875,0.0,5.859375,26.018982,62.010193,0.297,-0.0,74.21875,0.0,5.859375,26.018982,62.010193,0.297
100,data,0.0,2021-09-28T16:38:16.998921+08:00,,,,,,,,-3.90625,76.171883,1.953125,5.859375,25.952225,62.039185,0.293,-3.90625,76.171883,1.953125,5.859375,25.952225,62.039185,0.293
101,data,0.0,2021-09-28T16:38:18.005507+08:00,,,,,,,,-7.8125,78.125,-0.0,5.859375,26.021652,62.023926,0.293,-7.8125,78.125,-0.0,5.859375,26.021652,62.023926,0.293
102,data,0.0,2021-09-28T16:38:19.025896+08:00,,,,,,,,-1.953125,85.9375,-1.953125,5.859375,25.968246,62.037659,0.293,-1.953125,85.9375,-1.953125,5.859375,25.968246,62.037659,0.293
103,data,0.0,2021-09-28T16:38:20.031840+08:00,,,,,,,,-7.8125,66.40625,-0.0,5.859375,25.976257,62.020874,0.293,-7.8125,66.40625,-0.0,5.859375,25.976257,62.020874,0.293
104,data,0.0,2021-09-28T16:38:21.037269+08:00,,,,,,,,-1.953125,80.078125,0.0,7.8125,25.968246,61.987305,0.288,-1.953125,80.078125,0.0,7.8125,25.968246,61.987305,0.288
105,data,0.0,2021-09-28T16:38:22.056450+08:00,,,,,,,,-1.953125,80.078125,-1.953125,7.8125,25.992279,62.034607,0.297,-1.953125,80.078125,-1.953125,7.8125,25.992279,62.034607,0.297
106,data,0.0,2021-09-28T16:38:23.063774+08:00,,,,,,,,-7.8125,72.265625,-0.0,3.90625,25.973587,61.92627,0.297,-7.8125,72.265625,-0.0,3.90625,25.973587,61.92627,0.297
107,data,0.0,2021-09-28T16:38:24.072108+08:00,,,,,,,,-5.859375,70.312492,-0.0,7.8125,25.968246,62.025452,0.297,-5.859375,70.312492,-0.0,7.8125,25.968246,62.025452,0.297
108,data,0.0,2021-09-28T16:38:25.081822+08:00,,,,,,,,-3.90625,83.984375,-0.0,5.859375,25.973587,61.994934,0.297,-3.90625,83.984375,-0.0,5.859375,25.973587,61.994934,0.297
109,data,0.0,2021-09-28T16:38:26.099072+08:00,,,,,,,,-7.8125,76.171883,0.0,5.859375,25.984268,61.856079,0.293,-7.8125,76.171883,0.0,5.859375,25.984268,61.856079,0.293
110,data,0.0,2021-09-28T16:38:27.110826+08:00,,,,,,,,-5.859375,62.5,-1.953125,7.8125,25.930862,61.99646,0.297,-5.859375,62.5,-1.953125,7.8125,25.930862,61.99646,0.297
111,data,0.0,2021-09-28T16:38:28.120481+08:00,,,,,,,,-1.953125,74.21875,0.0,7.8125,25.949554,62.10022,0.288,-1.953125,74.21875,0.0,7.8125,25.949554,62.10022,0.288
112,data,0.0,2021-09-28T16:38:29.134264+08:00,,,,,,,,-3.90625,80.078125,-0.0,7.8125,25.976257,62.191772,0.293,-3.90625,80.078125,-0.0,7.8125,25.976257,62.191772,0.293
113,data,0.0,2021-09-28T16:38:30.151913+08:00,,,,,,,,-5.859375,68.359375,3.90625,5.859375,25.976257,62.031555,0.288,-5.859375,68.359375,3.90625,5.859375,25.976257,62.031555,0.288
114,data,0.0,2021-09-28T16:38:31.160810+08:00,,,,,,,,-13.671875,68.359375,-1.953125,7.8125,25.965576,61.962891,0.297,-13.671875,68.359375,-1.953125,7.8125,25.965576,61.962891,0.297
115,data,0.0,2021-09-28T16:38:32.176661+08:00,,,,,,,,-3.90625,83.984375,0.0,5.859375,25.986938,62.072754,0.293,-3.90625,83.984375,0.0,5.859375,25.986938,62.072754,0.293
116,data,0.0,2021-09-28T16:38:33.188319+08:00,,,,,,,,-5.859375,91.796867,1.953125,5.859375,25.994949,61.924744,0.288,-5.859375,91.796867,1.953125,5.859375,25.994949,61.924744,0.288
117,data,0.0,2021-09-28T16:38:34.198556+08:00,,,,,,,,-1.953125,80.078125,-0.0,5.859375,25.973587,62.107849,0.293,-1.953125,80.078125,-0.0,5.859375,25.973587,62.107849,0.293
118,data,0.0,2021-09-28T16:38:35.204017+08:00,,,,,,,,-5.859375,80.078125,-0.0,5.859375,25.973587,62.016296,0.293,-5.859375,80.078125,-0.0,5.859375,25.973587,62.016296,0.293
119,data,0.0,2021-09-28T16:38:36.211488+08:00,,,,,,,,-11.71875,83.984375,0.0,7.8125,25.981598,62.135315,0.293,-11.71875,83.984375,0.0,7.8125,25.981598,62.135315,0.293
120,data,0.0,2021-09-28T16:38:37.218934+08:00,,,,,,,,-7.8125,68.359375,1.953125,5.859375,26.00029,62.004089,0.297,-7.8125,68.359375,1.953125,5.859375,26.00029,62.004089,0.297
121,data,0.0,2021-09-28T16:38:38.225987+08:00,,,,,,,,-5.859375,87.890625,-1.953125,5.859375,26.00029,62.22229,0.297,-5.859375,87.890625,-1.953125,5.859375,26.00029,62.22229,0.297
122,data,0.0,2021-09-28T16:38:39.246793+08:00,,,,,,,,-1.953125,85.9375,1.953125,5.859375,26.008301,62.008667,0.301,-1.953125,85.9375,1.953125,5.859375,26.008301,62.008667,0.301
123,data,0.0,2021-09-28T16:38:40.262761+08:00,,,,,,,,-7.8125,87.890625,-1.953125,7.8125,25.986938,62.0224,0.301,-7.8125,87.890625,-1.953125,7.8125,25.986938,62.0224,0.301
124,data,0.0,2021-09-28T16:38:41.283956+08:00,,,,,,,,-1.953125,64.453125,0.0,7.8125,26.064377,61.955261,0.297,-1.953125,64.453125,0.0,7.8125,26.064377,61.955261,0.297
125,data,0.0,2021-09-28T16:38:42.300020+08:00,,,,,,,,-5.859375,97.656258,-0.0,7.8125,26.016312,62.004089,0.297,-5.859375,97.656258,-0.0,7.8125,26.016312,62.004089,0.297
126,data,0.0,2021-09-28T16:38:43.321947+08:00,,,,,,,,-1.953125,85.9375,0.0,7.8125,26.026993,62.174988,0.293,-1.953125,85.9375,0.0,7.8125,26.026993,62.174988,0.293
127,data,0.0,2021-09-28T16:38:44.326238+08:00,,,,,,,,-5.859375,78.125,1.953125,5.859375,26.00029,61.917114,0.297,-5.859375,78.125,1.953125,5.859375,26.00029,61.917114,0.297
128,data,0.0,2021-09-28T16:38:45.332664+08:00,,,,,,,,-0.0,89.84375,3.90625,7.8125,25.946884,61.820984,0.293,-0.0,89.84375,3.90625,7.8125,25.946884,61.820984,0.293
129,data,0.0,2021-09-28T16:38:46.350128+08:00,,,,,,,,-3.90625,83.984375,-0.0,5.859375,25.949554,61.911011,0.297,-3.90625,83.984375,-0.0,5.859375,25.949554,61.911011,0.297
130,data,0.0,2021-09-28T16:38:47.356365+08:00,,,,,,,,-5.859375,83.984375,3.90625,5.859375,26.043015,62.14447,0.293,-5.859375,83.984375,3.90625,5.859375,26.043015,62.14447,0.293
131,data,0.0,2021-09-28T16:38:48.364063+08:00,,,,,,,,-3.90625,89.84375,1.953125,3.90625,25.938873,61.807251,0.293,-3.90625,89.84375,1.953125,3.90625,25.938873,61.807251,0.293
