,name,meta_index,l_date,status_flag,label_set,label,provider,analysis_term,machine_sn,device_cfg,ch0:_#ec_i#0,ch1:_#ec_i#0,ch2:_#ec_i#0,ch3:_#ec_i#0,ch4:_#tm_c#0,ch5:_#rh_p#0,ch6:_#fm_sccm#0,ch0:_#ec_i#0:r,ch1:_#ec_i#0:r,ch2:_#ec_i#0:r,ch3:_#ec_i#0:r,ch4:_#tm_c#0:r,ch5:_#rh_p#0:r,ch6:_#fm_sccm#0:r
0,,,,,,,,,FT3WLPSW,,,,,,,,,,,,,,,
1,control_status,-1.0,2021-05-19T11:44:06.125+08:00,on_start,,,,,,,,,,,,,,,,,,,,
2,control_status,-1.0,2021-05-19T11:44:06.140+08:00,on_first_preset_voltage,,,,,,,,,,,,,,,,,,,,
3,preset_meta,-1.0,2021-05-19T11:44:06.140+08:00,,,,,,,"{'supply_voltage': 5.0, 'channel_biasing_resistance': [1, 1, 1, 1, 1, 1, 1], 'channel_reference_c': [None, None, None, None, None, None, None], 'channel_reference_voltage': [None, None, None, None, None, None, None], 'preset_flow': [5], 'channel_actual_gain': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'channel_preset_voltage': [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}",,,,,,,,,,,,,,
4,control_status,-1.0,2021-05-19T11:44:14.264+08:00,on_first_waiting_initial,,,,,,,,,,,,,,,,,,,,
502,data,0.0,2021-09-28T16:45:05.521880+08:00,,,,,,,,-7.8125,445.3125,5.859375,5.859375,25.890808,14.373779,0.353,-7.8125,445.3125,5.859375,5.859375,25.890808,14.373779,0.353
503,data,0.0,2021-09-28T16:45:06.533681+08:00,,,,,,,,-3.90625,445.3125,7.8125,5.859375,25.888138,14.291382,0.348,-3.90625,445.3125,7.8125,5.859375,25.888138,14.291382,0.348
504,data,0.0,2021-09-28T16:45:07.541174+08:00,,,,,,,,-5.859375,433.59375,1.953125,3.90625,25.90683,14.268494,0.353,-5.859375,433.59375,1.953125,3.90625,25.90683,14.268494,0.353
505,data,0.0,2021-09-28T16:45:08.558461+08:00,,,,,,,,1.953125,451.171906,7.8125,3.90625,25.896149,14.208984,0.348,1.953125,451.171906,7.8125,3.90625,25.896149,14.208984,0.348
506,data,0.0,2021-09-28T16:45:09.565120+08:00,,,,,,,,-1.953125,455.078125,7.8125,7.8125,25.880127,14.146423,0.348,-1.953125,455.078125,7.8125,7.8125,25.880127,14.146423,0.348
507,data,0.0,2021-09-28T16:45:10.583214+08:00,,,,,,,,5.859375,443.359375,7.8125,7.8125,25.914841,14.265442,0.343,5.859375,443.359375,7.8125,7.8125,25.914841,14.265442,0.343
508,data,0.0,2021-09-28T16:45:11.588001+08:00,,,,,,,,3.90625,443.359375,7.8125,3.90625,25.898819,14.131165,0.348,3.90625,443.359375,7.8125,3.90625,25.898819,14.131165,0.348
509,data,0.0,2021-09-28T16:45:12.598723+08:00,,,,,,,,0.0,447.265625,3.90625,5.859375,25.896149,14.183044,0.343,0.0,447.265625,3.90625,5.859375,25.896149,14.183044,0.343
510,data,0.0,2021-09-28T16:45:13.613028+08:00,,,,,,,,-11.71875,439.453125,7.8125,5.859375,25.890808,14.199829,0.353,-11.71875,439.453125,7.8125,5.859375,25.890808,14.199829,0.353
511,data,0.0,2021-09-28T16:45:14.630034+08:00,,,,,,,,-3.90625,447.265625,7.8125,5.859375,25.90683,14.047241,0.343,-3.90625,447.265625,7.8125,5.859375,25.90683,14.047241,0.343
512,data,0.0,2021-09-28T16:45:15.649250+08:00,,,,,,,,0.0,455.078125,5.859375,7.8125,25.90416,14.125061,0.348,0.0,455.078125,5.859375,7.8125,25.90416,14.125061,0.348
513,data,0.0,2021-09-28T16:45:16.654523+08:00,,,,,,,,0.0,451.171906,5.859375,7.8125,25.888138,14.057922,0.348,0.0,451.171906,5.859375,7.8125,25.888138,14.057922,0.348
514,data,0.0,2021-09-28T16:45:17.667971+08:00,,,,,,,,-7.8125,441.406219,5.859375,5.859375,25.914841,14.120483,0.348,-7.8125,441.406219,5.859375,5.859375,25.914841,14.120483,0.348
515,data,0.0,2021-09-28T16:45:18.684154+08:00,,,,,,,,-1.953125,433.59375,1.953125,5.859375,25.90683,14.109802,0.348,-1.953125,433.59375,1.953125,5.859375,25.90683,14.109802,0.348
516,data,0.0,2021-09-28T16:45:19.695227+08:00,,,,,,,,-0.0,451.171906,5.859375,5.859375,25.922852,13.94043,0.353,-0.0,451.171906,5.859375,5.859375,25.922852,13.94043,0.353
517,data,0.0,2021-09-28T16:45:20.711322+08:00,,,,,,,,-5.859375,455.078125,3.90625,5.859375,25.90683,14.057922,0.348,-5.859375,455.078125,3.90625,5.859375,25.90683,14.057922,0.348
518,data,0.0,2021-09-28T16:45:21.717947+08:00,,,,,,,,-3.90625,445.3125,5.859375,5.859375,25.90683,14.054871,0.353,-3.90625,445.3125,5.859375,5.859375,25.90683,14.054871,0.353
519,data,0.0,2021-09-28T16:45:22.734999+08:00,,,,,,,,1.953125,441.406219,1.953125,5.859375,25.896149,13.91449,0.348,1.953125,441.406219,1.953125,5.859375,25.896149,13.91449,0.348
520,data,0.0,2021-09-28T16:45:23.747739+08:00,,,,,,,,-1.953125,445.3125,3.90625,5.859375,25.898819,13.873291,0.348,-1.953125,445.3125,3.90625,5.859375,25.898819,13.873291,0.348
521,data,0.0,2021-09-28T16:45:24.760129+08:00,,,,,,,,-3.90625,457.031219,5.859375,5.859375,25.882797,13.98468,0.348,-3.90625,457.031219,5.859375,5.859375,25.882797,13.98468,0.348
522,data,0.0,2021-09-28T16:45:25.763425+08:00,,,,,,,,-3.90625,458.984375,5.859375,1.953125,25.91217,13.899231,0.348,-3.90625,458.984375,5.859375,1.953125,25.91217,13.899231,0.348
523,data,0.0,2021-09-28T16:45:26.770064+08:00,,,,,,,,-5.859375,451.171906,5.859375,5.859375,25.938873,13.873291,0.343,-5.859375,451.171906,5.859375,5.859375,25.938873,13.873291,0.343
524,data,0.0,2021-09-28T16:45:27.783118+08:00,,,,,,,,1.953125,447.265625,3.90625,7.8125,25.880127,13.844299,0.343,1.953125,447.265625,3.90625,7.8125,25.880127,13.844299,0.343
525,data,0.0,2021-09-28T16:45:28.787226+08:00,,,,,,,,-3.90625,449.21875,5.859375,5.859375,25.91217,13.882446,0.348,-3.90625,449.21875,5.859375,5.859375,25.91217,13.882446,0.348
526,data,0.0,2021-09-28T16:45:29.812827+08:00,,,,,,,,3.90625,449.21875,1.953125,3.90625,25.890808,13.748169,0.348,3.90625,449.21875,1.953125,3.90625,25.890808,13.748169,0.348
527,data,0.0,2021-09-28T16:45:30.821003+08:00,,,,,,,,-1.953125,453.124969,5.859375,3.90625,25.898819,13.825989,0.343,-1.953125,453.124969,5.859375,3.90625,25.898819,13.825989,0.343
528,data,0.0,2021-09-28T16:45:31.825109+08:00,,,,,,,,-1.953125,435.546906,5.859375,7.8125,25.90683,13.766479,0.343,-1.953125,435.546906,5.859375,7.8125,25.90683,13.766479,0.343
529,data,0.0,2021-09-28T16:45:32.845407+08:00,,,,,,,,-7.8125,457.031219,5.859375,7.8125,25.925522,13.899231,0.343,-7.8125,457.031219,5.859375,7.8125,25.925522,13.899231,0.343
530,data,0.0,2021-09-28T16:45:33.853017+08:00,,,,,,,,1.953125,458.984375,7.8125,7.8125,25.90416,13.751221,0.348,1.953125,458.984375,7.8125,7.8125,25.90416,13.751221,0.348
531,data,0.0,2021-09-28T16:45:34.863330+08:00,,,,,,,,-3.90625,458.984375,5.859375,5.859375,25.898819,13.665771,0.348,-3.90625,458.984375,5.859375,5.859375,25.898819,13.665771,0.348
532,data,0.0,2021-09-28T16:45:35.875847+08:00,,,,,,,,-5.859375,451.171906,3.90625,5.859375,25.898819,13.677979,0.353,-5.859375,451.171906,3.90625,5.859375,25.898819,13.677979,0.353
533,data,0.0,2021-09-28T16:45:36.896001+08:00,,,,,,,,-1.953125,445.3125,5.859375,5.859375,25.91217,13.670349,0.343,-1.953125,445.3125,5.859375,5.859375,25.91217,13.670349,0.343
534,data,0.0,2021-09-28T16:45:37.902991+08:00,,,,,,,,-3.90625,443.359375,1.953125,5.859375,25.91217,13.595581,0.348,-3.90625,443.359375,1.953125,5.859375,25.91217,13.595581,0.348
535,data,0.0,2021-09-28T16:45:38.908707+08:00,,,,,,,,-3.90625,445.3125,7.8125,5.859375,25.90683,13.691711,0.348,-3.90625,445.3125,7.8125,5.859375,25.90683,13.691711,0.348
536,data,0.0,2021-09-28T16:45:39.918684+08:00,,,,,,,,1.953125,447.265625,7.8125,5.859375,25.90416,13.832092,0.348,1.953125,447.265625,7.8125,5.859375,25.90416,13.832092,0.348
537,data,0.0,2021-09-28T16:45:40.941143+08:00,,,,,,,,-1.953125,460.9375,5.859375,5.859375,25.90683,13.647461,0.348,-1.953125,460.9375,5.859375,5.859375,25.90683,13.647461,0.348
538,data,0.0,2021-09-28T16:45:41.948051+08:00,,,,,,,,-9.765625,443.359375,5.859375,9.765625,25.933533,13.75885,0.343,-9.765625,443.359375,5.859375,9.765625,25.933533,13.75885,0.343
539,data,0.0,2021-09-28T16:45:42.959020+08:00,,,,,,,,-1.953125,453.124969,5.859375,5.859375,25.91217,13.61084,0.348,-1.953125,453.124969,5.859375,5.859375,25.91217,13.61084,0.348
540,data,0.0,2021-09-28T16:45:43.966068+08:00,,,,,,,,-5.859375,443.359375,7.8125,5.859375,25.91217,13.496399,0.348,-5.859375,443.359375,7.8125,5.859375,25.91217,13.496399,0.348
541,data,0.0,2021-09-28T16:45:44.969607+08:00,,,,,,,,-7.8125,457.031219,3.90625,5.859375,25.898819,13.537598,0.343,-7.8125,457.031219,3.90625,5.859375,25.898819,13.537598,0.343
542,data,0.0,2021-09-28T16:45:45.980158+08:00,,,,,,,,-5.859375,458.984375,5.859375,7.8125,25.91217,13.5849,0.343,-5.859375,458.984375,5.859375,7.8125,25.91217,13.5849,0.343
543,data,0.0,2021-09-28T16:45:46.987484+08:00,,,,,,,,-9.765625,453.124969,3.90625,5.859375,25.890808,13.633728,0.348,-9.765625,453.124969,3.90625,5.859375,25.890808,13.633728,0.348
544,data,0.0,2021-09-28T16:45:47.995123+08:00,,,,,,,,1.953125,447.265625,5.859375,5.859375,25.90683,13.55896,0.353,1.953125,447.265625,5.859375,5.859375,25.90683,13.55896,0.353
545,data,0.0,2021-09-28T16:45:48.999475+08:00,,,,,,,,1.953125,457.031219,5.859375,5.859375,25.882797,13.581848,0.353,1.953125,457.031219,5.859375,5.859375,25.882797,13.581848,0.353
546,data,0.0,2021-09-28T16:45:50.021708+08:00,,,,,,,,-5.859375,460.9375,3.90625,5.859375,25.880127,13.589478,0.348,-5.859375,460.9375,3.90625,5.859375,25.880127,13.589478,0.348
547,data,0.0,2021-09-28T16:45:51.035188+08:00,,,,,,,,-9.765625,445.3125,5.859375,5.859375,25.877457,13.48877,0.353,-9.765625,445.3125,5.859375,5.859375,25.877457,13.48877,0.353
548,data,0.0,2021-09-28T16:45:52.045461+08:00,,,,,,,,-1.953125,455.078125,3.90625,5.859375,25.90416,13.423157,0.348,-1.953125,455.078125,3.90625,5.859375,25.90416,13.423157,0.348
549,data,0.0,2021-09-28T16:45:53.062332+08:00,,,,,,,,5.859375,451.171906,5.859375,5.859375,25.890808,13.514709,0.348,5.859375,451.171906,5.859375,5.859375,25.890808,13.514709,0.348
550,data,0.0,2021-09-28T16:45:54.083122+08:00,,,,,,,,-5.859375,457.031219,3.90625,7.8125,25.917511,13.478088,0.353,-5.859375,457.031219,3.90625,7.8125,25.917511,13.478088,0.353
551,data,0.0,2021-09-28T16:45:55.085023+08:00,,,,,,,,0.0,464.84375,3.90625,5.859375,25.896149,13.374329,0.348,0.0,464.84375,3.90625,5.859375,25.896149,13.374329,0.348
552,data,0.0,2021-09-28T16:45:56.109963+08:00,,,,,,,,-3.90625,447.265625,5.859375,7.8125,25.861435,13.415527,0.343,-3.90625,447.265625,5.859375,7.8125,25.861435,13.415527,0.343
553,data,0.0,2021-09-28T16:45:57.123108+08:00,,,,,,,,-0.0,443.359375,5.859375,7.8125,25.882797,13.46283,0.348,-0.0,443.359375,5.859375,7.8125,25.882797,13.46283,0.348
554,data,0.0,2021-09-28T16:45:58.153065+08:00,,,,,,,,0.0,462.890625,7.8125,5.859375,25.890808,13.397217,0.343,0.0,462.890625,7.8125,5.859375,25.890808,13.397217,0.343
555,data,0.0,2021-09-28T16:45:59.157768+08:00,,,,,,,,-3.90625,447.265625,7.8125,5.859375,25.90416,13.352966,0.348,-3.90625,447.265625,7.8125,5.859375,25.90416,13.352966,0.348
556,data,0.0,2021-09-28T16:46:00.170317+08:00,,,,,,,,-5.859375,455.078125,1.953125,3.90625,25.917511,13.356018,0.348,-5.859375,455.078125,1.953125,3.90625,25.917511,13.356018,0.348
557,data,0.0,2021-09-28T16:46:01.187724+08:00,,,,,,,,1.953125,464.84375,5.859375,3.90625,25.864105,13.337708,0.353,1.953125,464.84375,5.859375,3.90625,25.864105,13.337708,0.353
558,data,0.0,2021-09-28T16:46:02.199070+08:00,,,,,,,,0.0,462.890625,5.859375,5.859375,25.896149,13.345337,0.348,0.0,462.890625,5.859375,5.859375,25.896149,13.345337,0.348
559,data,0.0,2021-09-28T16:46:03.225417+08:00,,,,,,,,-3.90625,466.796844,5.859375,5.859375,25.90416,13.397217,0.348,-3.90625,466.796844,5.859375,5.859375,25.90416,13.397217,0.348
560,data,0.0,2021-09-28T16:46:04.240399+08:00,,,,,,,,-7.8125,462.890625,3.90625,3.90625,25.882797,13.337708,0.348,-7.8125,462.890625,3.90625,3.90625,25.882797,13.337708,0.348
561,data,0.0,2021-09-28T16:46:05.250296+08:00,,,,,,,,-9.765625,451.171906,5.859375,7.8125,25.898819,13.371277,0.348,-9.765625,451.171906,5.859375,7.8125,25.898819,13.371277,0.348
562,data,0.0,2021-09-28T16:46:06.265160+08:00,,,,,,,,-13.671875,443.359375,3.90625,5.859375,25.90683,13.290405,0.348,-13.671875,443.359375,3.90625,5.859375,25.90683,13.290405,0.348
563,data,0.0,2021-09-28T16:46:07.274368+08:00,,,,,,,,-5.859375,447.265625,5.859375,3.90625,25.90416,13.116455,0.353,-5.859375,447.265625,5.859375,3.90625,25.90416,13.116455,0.353
564,data,0.0,2021-09-28T16:46:08.282309+08:00,,,,,,,,3.90625,464.84375,3.90625,7.8125,25.872116,13.233948,0.353,3.90625,464.84375,3.90625,7.8125,25.872116,13.233948,0.353
565,data,0.0,2021-09-28T16:46:09.284294+08:00,,,,,,,,-1.953125,451.171906,5.859375,7.8125,25.880127,13.308716,0.348,-1.953125,451.171906,5.859375,7.8125,25.880127,13.308716,0.348
566,data,0.0,2021-09-28T16:46:10.299978+08:00,,,,,,,,-7.8125,457.031219,5.859375,5.859375,25.914841,13.226318,0.353,-7.8125,457.031219,5.859375,5.859375,25.914841,13.226318,0.353
567,data,0.0,2021-09-28T16:46:11.310328+08:00,,,,,,,,-3.90625,455.078125,3.90625,7.8125,25.914841,13.215637,0.353,-3.90625,455.078125,3.90625,7.8125,25.914841,13.215637,0.353
568,data,0.0,2021-09-28T16:46:12.330557+08:00,,,,,,,,-0.0,468.75,3.90625,5.859375,25.922852,13.215637,0.348,-0.0,468.75,3.90625,5.859375,25.922852,13.215637,0.348
569,data,0.0,2021-09-28T16:46:13.334128+08:00,,,,,,,,-1.953125,458.984375,5.859375,5.859375,25.882797,13.160706,0.348,-1.953125,458.984375,5.859375,5.859375,25.882797,13.160706,0.348
570,data,0.0,2021-09-28T16:46:14.347219+08:00,,,,,,,,3.90625,468.75,3.90625,5.859375,25.888138,13.124084,0.348,3.90625,468.75,3.90625,5.859375,25.888138,13.124084,0.348
571,data,0.0,2021-09-28T16:46:15.351956+08:00,,,,,,,,-7.8125,445.3125,3.90625,5.859375,25.917511,13.215637,0.353,-7.8125,445.3125,3.90625,5.859375,25.917511,13.215637,0.353
572,data,0.0,2021-09-28T16:46:16.375363+08:00,,,,,,,,-3.90625,455.078125,5.859375,3.90625,25.882797,13.111877,0.348,-3.90625,455.078125,5.859375,3.90625,25.882797,13.111877,0.348
573,data,0.0,2021-09-28T16:46:17.398056+08:00,,,,,,,,-5.859375,460.9375,5.859375,5.859375,25.882797,13.124084,0.348,-5.859375,460.9375,5.859375,5.859375,25.882797,13.124084,0.348
574,data,0.0,2021-09-28T16:46:18.399959+08:00,,,,,,,,-5.859375,455.078125,5.859375,5.859375,25.882797,13.134766,0.348,-5.859375,455.078125,5.859375,5.859375,25.882797,13.134766,0.348
575,data,0.0,2021-09-28T16:46:19.410010+08:00,,,,,,,,-1.953125,447.265625,1.953125,5.859375,25.880127,13.233948,0.348,-1.953125,447.265625,1.953125,5.859375,25.880127,13.233948,0.348
576,data,0.0,2021-09-28T16:46:20.419923+08:00,,,,,,,,-1.953125,466.796844,5.859375,5.859375,25.890808,13.134766,0.353,-1.953125,466.796844,5.859375,5.859375,25.890808,13.134766,0.353
577,data,0.0,2021-09-28T16:46:21.439783+08:00,,,,,,,,5.859375,470.703125,5.859375,5.859375,25.898819,13.111877,0.353,5.859375,470.703125,5.859375,5.859375,25.898819,13.111877,0.353
578,data,0.0,2021-09-28T16:46:22.461274+08:00,,,,,,,,-1.953125,447.265625,3.90625,5.859375,25.914841,13.116455,0.348,-1.953125,447.265625,3.90625,5.859375,25.914841,13.116455,0.348
579,data,0.0,2021-09-28T16:46:23.472270+08:00,,,,,,,,-1.953125,458.984375,0.0,7.8125,25.896149,13.212585,0.353,-1.953125,458.984375,0.0,7.8125,25.896149,13.212585,0.353
580,data,0.0,2021-09-28T16:46:24.484595+08:00,,,,,,,,-5.859375,462.890625,5.859375,3.90625,25.882797,13.160706,0.353,-5.859375,462.890625,5.859375,3.90625,25.882797,13.160706,0.353
581,data,0.0,2021-09-28T16:46:25.502708+08:00,,,,,,,,-1.953125,472.65625,5.859375,3.90625,25.898819,13.175964,0.353,-1.953125,472.65625,5.859375,3.90625,25.898819,13.175964,0.353
582,data,0.0,2021-09-28T16:46:26.509444+08:00,,,,,,,,-5.859375,474.609375,3.90625,5.859375,25.888138,13.098145,0.353,-5.859375,474.609375,3.90625,5.859375,25.888138,13.098145,0.353
583,data,0.0,2021-09-28T16:46:27.536656+08:00,,,,,,,,-1.953125,455.078125,3.90625,5.859375,25.869446,13.067627,0.353,-1.953125,455.078125,3.90625,5.859375,25.869446,13.067627,0.353
584,data,0.0,2021-09-28T16:46:28.547896+08:00,,,,,,,,-5.859375,453.124969,5.859375,5.859375,25.888138,12.989807,0.353,-5.859375,453.124969,5.859375,5.859375,25.888138,12.989807,0.353
585,data,0.0,2021-09-28T16:46:29.572034+08:00,,,,,,,,1.953125,449.21875,3.90625,5.859375,25.896149,12.994385,0.343,1.953125,449.21875,3.90625,5.859375,25.896149,12.994385,0.343
586,data,0.0,2021-09-28T16:46:30.575018+08:00,,,,,,,,-5.859375,474.609375,3.90625,7.8125,25.90683,12.92572,0.348,-5.859375,474.609375,3.90625,7.8125,25.90683,12.92572,0.348
587,data,0.0,2021-09-28T16:46:31.599218+08:00,,,,,,,,-7.8125,462.890625,5.859375,5.859375,25.864105,12.916565,0.353,-7.8125,462.890625,5.859375,5.859375,25.864105,12.916565,0.353
588,data,0.0,2021-09-28T16:46:32.608093+08:00,,,,,,,,-1.953125,462.890625,3.90625,7.8125,25.888138,13.023376,0.353,-1.953125,462.890625,3.90625,7.8125,25.888138,13.023376,0.353
589,data,0.0,2021-09-28T16:46:33.612101+08:00,,,,,,,,-3.90625,460.9375,7.8125,5.859375,25.882797,12.950134,0.353,-3.90625,460.9375,7.8125,5.859375,25.882797,12.950134,0.353
590,data,0.0,2021-09-28T16:46:34.648907+08:00,,,,,,,,-11.71875,470.703125,5.859375,5.859375,25.869446,13.035583,0.353,-11.71875,470.703125,5.859375,5.859375,25.869446,13.035583,0.353
591,data,0.0,2021-09-28T16:46:35.639826+08:00,,,,,,,,-5.859375,472.65625,3.90625,7.8125,25.877457,12.93335,0.353,-5.859375,472.65625,3.90625,7.8125,25.877457,12.93335,0.353
592,data,0.0,2021-09-28T16:46:36.668878+08:00,,,,,,,,-1.953125,455.078125,5.859375,5.859375,25.872116,12.869263,0.348,-1.953125,455.078125,5.859375,5.859375,25.872116,12.869263,0.348
593,data,0.0,2021-09-28T16:46:37.688506+08:00,,,,,,,,3.90625,482.421844,5.859375,7.8125,25.856094,12.968445,0.348,3.90625,482.421844,5.859375,7.8125,25.856094,12.968445,0.348
594,data,0.0,2021-09-28T16:46:38.696361+08:00,,,,,,,,-5.859375,458.984375,1.953125,7.8125,25.890808,12.879944,0.348,-5.859375,458.984375,1.953125,7.8125,25.890808,12.879944,0.348
595,data,0.0,2021-09-28T16:46:39.703645+08:00,,,,,,,,1.953125,462.890625,5.859375,7.8125,25.882797,12.875366,0.343,1.953125,462.890625,5.859375,7.8125,25.882797,12.875366,0.343
596,data,0.0,2021-09-28T16:46:40.710121+08:00,,,,,,,,-1.953125,453.124969,3.90625,5.859375,25.877457,12.809753,0.348,-1.953125,453.124969,3.90625,5.859375,25.877457,12.809753,0.348
597,data,0.0,2021-09-28T16:46:41.725935+08:00,,,,,,,,1.953125,466.796844,5.859375,5.859375,25.888138,12.77771,0.348,1.953125,466.796844,5.859375,5.859375,25.888138,12.77771,0.348
598,data,0.0,2021-09-28T16:46:42.730292+08:00,,,,,,,,-3.90625,460.9375,5.859375,7.8125,25.888138,12.805176,0.348,-3.90625,460.9375,5.859375,7.8125,25.888138,12.805176,0.348
599,data,0.0,2021-09-28T16:46:43.762233+08:00,,,,,,,,-3.90625,464.84375,5.859375,7.8125,25.872116,12.831116,0.358,-3.90625,464.84375,5.859375,7.8125,25.872116,12.831116,0.358
600,data,0.0,2021-09-28T16:46:44.763038+08:00,,,,,,,,-5.859375,460.9375,1.953125,3.90625,25.877457,12.811279,0.353,-5.859375,460.9375,1.953125,3.90625,25.877457,12.811279,0.353
601,data,0.0,2021-09-28T16:46:45.783913+08:00,,,,,,,,3.90625,474.609375,1.953125,5.859375,25.922852,12.800598,0.348,3.90625,474.609375,1.953125,5.859375,25.922852,12.800598,0.348
602,data,0.0,2021-09-28T16:46:46.785923+08:00,,,,,,,,-15.625,462.890625,3.90625,5.859375,25.896149,12.812805,0.353,-15.625,462.890625,3.90625,5.859375,25.896149,12.812805,0.353
603,data,0.0,2021-09-28T16:46:47.798509+08:00,,,,,,,,-7.8125,458.984375,3.90625,5.859375,25.896149,12.768555,0.348,-7.8125,458.984375,3.90625,5.859375,25.896149,12.768555,0.348
604,data,0.0,2021-09-28T16:46:48.796878+08:00,,,,,,,,0.0,462.890625,3.90625,9.765625,25.890808,12.817383,0.353,0.0,462.890625,3.90625,9.765625,25.890808,12.817383,0.353
605,data,0.0,2021-09-28T16:46:51.872846+08:00,,,,,,,,-1.953125,455.078125,3.90625,3.90625,25.869446,12.799072,0.348,-1.953125,455.078125,3.90625,3.90625,25.869446,12.799072,0.348
606,data,0.0,2021-09-28T16:46:52.894890+08:00,,,,,,,,-3.90625,431.640625,3.90625,5.859375,25.853424,13.53302,0.293,-3.90625,431.640625,3.90625,5.859375,25.853424,13.53302,0.293
607,data,0.0,2021-09-28T16:46:53.900861+08:00,,,,,,,,-3.90625,410.15625,5.859375,5.859375,25.914841,15.110779,0.293,-3.90625,410.15625,5.859375,5.859375,25.914841,15.110779,0.293
608,data,0.0,2021-09-28T16:46:54.923468+08:00,,,,,,,,-3.90625,412.109344,5.859375,7.8125,25.888138,17.591858,0.297,-3.90625,412.109344,5.859375,7.8125,25.888138,17.591858,0.297
609,data,0.0,2021-09-28T16:46:55.940873+08:00,,,,,,,,-9.765625,402.34375,5.859375,5.859375,25.856094,20.014954,0.293,-9.765625,402.34375,5.859375,5.859375,25.856094,20.014954,0.293
610,data,0.0,2021-09-28T16:46:56.950906+08:00,,,,,,,,-9.765625,382.8125,1.953125,5.859375,25.888138,22.454834,0.293,-9.765625,382.8125,1.953125,5.859375,25.888138,22.454834,0.293
611,data,0.0,2021-09-28T16:46:57.959171+08:00,,,,,,,,-1.953125,369.140625,-0.0,7.8125,25.946884,25.20752,0.293,-1.953125,369.140625,-0.0,7.8125,25.946884,25.20752,0.293
612,data,0.0,2021-09-28T16:46:58.965022+08:00,,,,,,,,-5.859375,357.421875,-1.953125,5.859375,25.872116,27.566528,0.297,-5.859375,357.421875,-1.953125,5.859375,25.872116,27.566528,0.297
613,data,0.0,2021-09-28T16:46:59.985607+08:00,,,,,,,,-5.859375,339.84375,-1.953125,5.859375,25.938873,30.107117,0.288,-5.859375,339.84375,-1.953125,5.859375,25.938873,30.107117,0.288
614,data,0.0,2021-09-28T16:47:01.006787+08:00,,,,,,,,-7.8125,310.546844,-0.0,5.859375,25.882797,31.936646,0.293,-7.8125,310.546844,-0.0,5.859375,25.882797,31.936646,0.293
615,data,0.0,2021-09-28T16:47:02.000042+08:00,,,,,,,,-7.8125,330.078125,-1.953125,3.90625,25.898819,34.248352,0.293,-7.8125,330.078125,-1.953125,3.90625,25.898819,34.248352,0.293
